edition,country_noc,medal,country
1912,BOH,0,Bohemia
1912,BOH,0,Bohemia
1912,BOH,0,Bohemia
1912,BOH,0,Bohemia
1912,BOH,0,Bohemia
1912,BOH,0,Bohemia
1912,BOH,0,Bohemia
1912,BOH,0,Bohemia
1912,BOH,0,Bohemia
1912,BOH,0,Bohemia
1912,BOH,0,Bohemia
1912,BOH,0,Bohemia
1912,BOH,0,Bohemia
1912,BOH,0,Bohemia
1912,BOH,0,Bohemia
1912,BOH,0,Bohemia
1912,BOH,0,Bohemia
1912,BOH,0,Bohemia
1912,BOH,0,Bohemia
1912,BOH,0,Bohemia
1988,ARU,0,Aruba
1988,ARU,0,Aruba
1988,ARU,0,Aruba
1988,ARU,0,Aruba
1988,ARU,0,Aruba
1988,ARU,0,Aruba
1988,ARU,0,Aruba
1988,ARU,0,Aruba
1988,ARU,0,Aruba
1988,ARU,0,Aruba
1988,ARU,0,Aruba
1992,ARU,0,Aruba
1992,ARU,0,Aruba
1992,ARU,0,Aruba
1992,ARU,0,Aruba
1992,ARU,0,Aruba
1996,ARU,0,Aruba
1996,ARU,0,Aruba
1996,ARU,0,Aruba
2000,ARU,0,Aruba
2000,ARU,0,Aruba
2000,ARU,0,Aruba
2000,ARU,0,Aruba
2000,ARU,0,Aruba
2004,ARU,0,Aruba
2004,ARU,0,Aruba
2004,ARU,0,Aruba
2004,ARU,0,Aruba
2008,ARU,0,Aruba
2008,ARU,0,Aruba
2012,ARU,0,Aruba
2012,ARU,0,Aruba
2012,ARU,0,Aruba
2012,ARU,0,Aruba
2016,ARU,0,Aruba
2016,ARU,0,Aruba
2016,ARU,0,Aruba
2016,ARU,0,Aruba
2016,ARU,0,Aruba
2016,ARU,0,Aruba
2020,ARU,0,Aruba
2020,ARU,0,Aruba
2020,ARU,0,Aruba
2020,ARU,0,Aruba
1984,BAN,0,Bangladesh
1984,BAN,0,Bangladesh
1988,BAN,0,Bangladesh
1988,BAN,0,Bangladesh
1988,BAN,0,Bangladesh
1988,BAN,0,Bangladesh
1988,BAN,0,Bangladesh
1988,BAN,0,Bangladesh
1988,BAN,0,Bangladesh
1988,BAN,0,Bangladesh
1992,BAN,0,Bangladesh
1992,BAN,0,Bangladesh
1992,BAN,0,Bangladesh
1992,BAN,0,Bangladesh
1992,BAN,0,Bangladesh
1992,BAN,0,Bangladesh
1992,BAN,0,Bangladesh
1996,BAN,0,Bangladesh
1996,BAN,0,Bangladesh
1996,BAN,0,Bangladesh
1996,BAN,0,Bangladesh
2000,BAN,0,Bangladesh
2000,BAN,0,Bangladesh
2000,BAN,0,Bangladesh
2000,BAN,0,Bangladesh
2000,BAN,0,Bangladesh
2000,BAN,0,Bangladesh
2004,BAN,0,Bangladesh
2004,BAN,0,Bangladesh
2004,BAN,0,Bangladesh
2004,BAN,0,Bangladesh
2008,BAN,0,Bangladesh
2008,BAN,0,Bangladesh
2008,BAN,0,Bangladesh
2008,BAN,0,Bangladesh
2008,BAN,0,Bangladesh
2012,BAN,0,Bangladesh
2012,BAN,0,Bangladesh
2012,BAN,0,Bangladesh
2012,BAN,0,Bangladesh
2012,BAN,0,Bangladesh
2012,BAN,0,Bangladesh
2012,BAN,0,Bangladesh
2016,BAN,0,Bangladesh
2016,BAN,0,Bangladesh
2016,BAN,0,Bangladesh
2016,BAN,0,Bangladesh
2016,BAN,0,Bangladesh
2016,BAN,0,Bangladesh
2016,BAN,0,Bangladesh
2020,BAN,0,Bangladesh
2020,BAN,0,Bangladesh
2020,BAN,0,Bangladesh
2020,BAN,0,Bangladesh
2020,BAN,0,Bangladesh
2020,BAN,0,Bangladesh
2020,BAN,0,Bangladesh
1984,BHU,0,Bhutan
1984,BHU,0,Bhutan
1984,BHU,0,Bhutan
1984,BHU,0,Bhutan
1984,BHU,0,Bhutan
1984,BHU,0,Bhutan
1988,BHU,0,Bhutan
1988,BHU,0,Bhutan
1988,BHU,0,Bhutan
1988,BHU,0,Bhutan
1992,BHU,0,Bhutan
1992,BHU,0,Bhutan
1992,BHU,0,Bhutan
1992,BHU,0,Bhutan
1992,BHU,0,Bhutan
1992,BHU,0,Bhutan
1992,BHU,0,Bhutan
1992,BHU,0,Bhutan
1996,BHU,0,Bhutan
1996,BHU,0,Bhutan
2000,BHU,0,Bhutan
2000,BHU,0,Bhutan
2004,BHU,0,Bhutan
2004,BHU,0,Bhutan
2008,BHU,0,Bhutan
2008,BHU,0,Bhutan
2012,BHU,0,Bhutan
2012,BHU,0,Bhutan
2016,BHU,0,Bhutan
2016,BHU,0,Bhutan
2020,BHU,0,Bhutan
2020,BHU,0,Bhutan
2020,BHU,0,Bhutan
2020,BHU,0,Bhutan
1988,ASA,0,American Samoa
1988,ASA,0,American Samoa
1988,ASA,0,American Samoa
1988,ASA,0,American Samoa
1988,ASA,0,American Samoa
1988,ASA,0,American Samoa
1992,ASA,0,American Samoa
1992,ASA,0,American Samoa
1992,ASA,0,American Samoa
1996,ASA,0,American Samoa
1996,ASA,0,American Samoa
1996,ASA,0,American Samoa
1996,ASA,0,American Samoa
1996,ASA,0,American Samoa
1996,ASA,0,American Samoa
2000,ASA,0,American Samoa
2000,ASA,0,American Samoa
2000,ASA,0,American Samoa
2000,ASA,0,American Samoa
2004,ASA,0,American Samoa
2004,ASA,0,American Samoa
2004,ASA,0,American Samoa
2008,ASA,0,American Samoa
2008,ASA,0,American Samoa
2008,ASA,0,American Samoa
2008,ASA,0,American Samoa
2012,ASA,0,American Samoa
2012,ASA,0,American Samoa
2012,ASA,0,American Samoa
2012,ASA,0,American Samoa
2012,ASA,0,American Samoa
2016,ASA,0,American Samoa
2016,ASA,0,American Samoa
2016,ASA,0,American Samoa
2016,ASA,0,American Samoa
2020,ASA,0,American Samoa
2020,ASA,0,American Samoa
2020,ASA,0,American Samoa
2020,ASA,0,American Samoa
2020,ASA,0,American Samoa
1976,ANT,0,Antigua and Barbuda
1976,ANT,0,Antigua and Barbuda
1976,ANT,0,Antigua and Barbuda
1976,ANT,0,Antigua and Barbuda
1976,ANT,0,Antigua and Barbuda
1976,ANT,0,Antigua and Barbuda
1976,ANT,0,Antigua and Barbuda
1976,ANT,0,Antigua and Barbuda
1976,ANT,0,Antigua and Barbuda
1976,ANT,0,Antigua and Barbuda
1976,ANT,0,Antigua and Barbuda
1984,ANT,0,Antigua and Barbuda
1984,ANT,0,Antigua and Barbuda
1984,ANT,0,Antigua and Barbuda
1984,ANT,0,Antigua and Barbuda
1984,ANT,0,Antigua and Barbuda
1984,ANT,0,Antigua and Barbuda
1984,ANT,0,Antigua and Barbuda
1984,ANT,0,Antigua and Barbuda
1984,ANT,0,Antigua and Barbuda
1984,ANT,0,Antigua and Barbuda
1984,ANT,0,Antigua and Barbuda
1984,ANT,0,Antigua and Barbuda
1984,ANT,0,Antigua and Barbuda
1984,ANT,0,Antigua and Barbuda
1984,ANT,0,Antigua and Barbuda
1984,ANT,0,Antigua and Barbuda
1984,ANT,0,Antigua and Barbuda
1984,ANT,0,Antigua and Barbuda
1988,ANT,0,Antigua and Barbuda
1988,ANT,0,Antigua and Barbuda
1988,ANT,0,Antigua and Barbuda
1988,ANT,0,Antigua and Barbuda
1988,ANT,0,Antigua and Barbuda
1988,ANT,0,Antigua and Barbuda
1988,ANT,0,Antigua and Barbuda
1988,ANT,0,Antigua and Barbuda
1988,ANT,0,Antigua and Barbuda
1988,ANT,0,Antigua and Barbuda
1988,ANT,0,Antigua and Barbuda
1988,ANT,0,Antigua and Barbuda
1988,ANT,0,Antigua and Barbuda
1988,ANT,0,Antigua and Barbuda
1988,ANT,0,Antigua and Barbuda
1988,ANT,0,Antigua and Barbuda
1988,ANT,0,Antigua and Barbuda
1988,ANT,0,Antigua and Barbuda
1988,ANT,0,Antigua and Barbuda
1988,ANT,0,Antigua and Barbuda
1992,ANT,0,Antigua and Barbuda
1992,ANT,0,Antigua and Barbuda
1992,ANT,0,Antigua and Barbuda
1992,ANT,0,Antigua and Barbuda
1992,ANT,0,Antigua and Barbuda
1992,ANT,0,Antigua and Barbuda
1992,ANT,0,Antigua and Barbuda
1992,ANT,0,Antigua and Barbuda
1992,ANT,0,Antigua and Barbuda
1992,ANT,0,Antigua and Barbuda
1992,ANT,0,Antigua and Barbuda
1992,ANT,0,Antigua and Barbuda
1992,ANT,0,Antigua and Barbuda
1992,ANT,0,Antigua and Barbuda
1992,ANT,0,Antigua and Barbuda
1992,ANT,0,Antigua and Barbuda
1992,ANT,0,Antigua and Barbuda
1996,ANT,0,Antigua and Barbuda
1996,ANT,0,Antigua and Barbuda
1996,ANT,0,Antigua and Barbuda
1996,ANT,0,Antigua and Barbuda
1996,ANT,0,Antigua and Barbuda
1996,ANT,0,Antigua and Barbuda
1996,ANT,0,Antigua and Barbuda
1996,ANT,0,Antigua and Barbuda
1996,ANT,0,Antigua and Barbuda
2000,ANT,0,Antigua and Barbuda
2000,ANT,0,Antigua and Barbuda
2000,ANT,0,Antigua and Barbuda
2000,ANT,0,Antigua and Barbuda
2004,ANT,0,Antigua and Barbuda
2004,ANT,0,Antigua and Barbuda
2004,ANT,0,Antigua and Barbuda
2004,ANT,0,Antigua and Barbuda
2004,ANT,0,Antigua and Barbuda
2008,ANT,0,Antigua and Barbuda
2008,ANT,0,Antigua and Barbuda
2008,ANT,0,Antigua and Barbuda
2008,ANT,0,Antigua and Barbuda
2008,ANT,0,Antigua and Barbuda
2012,ANT,0,Antigua and Barbuda
2012,ANT,0,Antigua and Barbuda
2012,ANT,0,Antigua and Barbuda
2012,ANT,0,Antigua and Barbuda
2016,ANT,0,Antigua and Barbuda
2016,ANT,0,Antigua and Barbuda
2016,ANT,0,Antigua and Barbuda
2016,ANT,0,Antigua and Barbuda
2016,ANT,0,Antigua and Barbuda
2016,ANT,0,Antigua and Barbuda
2016,ANT,0,Antigua and Barbuda
2020,ANT,0,Antigua and Barbuda
2020,ANT,0,Antigua and Barbuda
2020,ANT,0,Antigua and Barbuda
2020,ANT,0,Antigua and Barbuda
2020,ANT,0,Antigua and Barbuda
2020,ANT,0,Antigua and Barbuda
1984,BRN,0,Bahrain
1984,BRN,0,Bahrain
1984,BRN,0,Bahrain
1984,BRN,0,Bahrain
1984,BRN,0,Bahrain
1984,BRN,0,Bahrain
1984,BRN,0,Bahrain
1984,BRN,0,Bahrain
1984,BRN,0,Bahrain
1984,BRN,0,Bahrain
1984,BRN,0,Bahrain
1984,BRN,0,Bahrain
1988,BRN,0,Bahrain
1988,BRN,0,Bahrain
1988,BRN,0,Bahrain
1988,BRN,0,Bahrain
1988,BRN,0,Bahrain
1988,BRN,0,Bahrain
1988,BRN,0,Bahrain
1988,BRN,0,Bahrain
1988,BRN,0,Bahrain
1988,BRN,0,Bahrain
1988,BRN,0,Bahrain
1988,BRN,0,Bahrain
1988,BRN,0,Bahrain
1988,BRN,0,Bahrain
1988,BRN,0,Bahrain
1992,BRN,0,Bahrain
1992,BRN,0,Bahrain
1992,BRN,0,Bahrain
1992,BRN,0,Bahrain
1992,BRN,0,Bahrain
1992,BRN,0,Bahrain
1992,BRN,0,Bahrain
1992,BRN,0,Bahrain
1992,BRN,0,Bahrain
1992,BRN,0,Bahrain
1992,BRN,0,Bahrain
1992,BRN,0,Bahrain
1992,BRN,0,Bahrain
1996,BRN,0,Bahrain
1996,BRN,0,Bahrain
1996,BRN,0,Bahrain
2000,BRN,0,Bahrain
2000,BRN,0,Bahrain
2000,BRN,0,Bahrain
2000,BRN,0,Bahrain
2004,BRN,0,Bahrain
2004,BRN,0,Bahrain
2004,BRN,0,Bahrain
2004,BRN,0,Bahrain
2004,BRN,0,Bahrain
2004,BRN,0,Bahrain
2004,BRN,0,Bahrain
2004,BRN,0,Bahrain
2004,BRN,0,Bahrain
2004,BRN,0,Bahrain
2008,BRN,0,Bahrain
2008,BRN,0,Bahrain
2008,BRN,0,Bahrain
2008,BRN,0,Bahrain
2008,BRN,0,Bahrain
2008,BRN,0,Bahrain
2008,BRN,0,Bahrain
2008,BRN,0,Bahrain
2008,BRN,0,Bahrain
2008,BRN,0,Bahrain
2008,BRN,0,Bahrain
2008,BRN,0,Bahrain
2008,BRN,0,Bahrain
2008,BRN,0,Bahrain
2008,BRN,0,Bahrain
2008,BRN,0,Bahrain
2008,BRN,0,Bahrain
2008,BRN,0,Bahrain
2012,BRN,0,Bahrain
2012,BRN,0,Bahrain
2012,BRN,0,Bahrain
2012,BRN,0,Bahrain
2012,BRN,1,Bahrain
2012,BRN,0,Bahrain
2012,BRN,0,Bahrain
2012,BRN,0,Bahrain
2012,BRN,0,Bahrain
2012,BRN,0,Bahrain
2012,BRN,0,Bahrain
2012,BRN,0,Bahrain
2012,BRN,0,Bahrain
2012,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,1,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,1,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2016,BRN,0,Bahrain
2020,BRN,0,Bahrain
2020,BRN,0,Bahrain
2020,BRN,0,Bahrain
2020,BRN,0,Bahrain
2020,BRN,0,Bahrain
2020,BRN,0,Bahrain
2020,BRN,0,Bahrain
2020,BRN,0,Bahrain
2020,BRN,1,Bahrain
2020,BRN,0,Bahrain
2020,BRN,0,Bahrain
2020,BRN,0,Bahrain
2020,BRN,0,Bahrain
2020,BRN,0,Bahrain
2020,BRN,0,Bahrain
2020,BRN,0,Bahrain
2020,BRN,0,Bahrain
2020,BRN,0,Bahrain
1972,BEN,0,Benin
1972,BEN,0,Benin
1972,BEN,0,Benin
1972,BEN,0,Benin
1980,BEN,0,Benin
1980,BEN,0,Benin
1980,BEN,0,Benin
1980,BEN,0,Benin
1980,BEN,0,Benin
1980,BEN,0,Benin
1980,BEN,0,Benin
1980,BEN,0,Benin
1980,BEN,0,Benin
1980,BEN,0,Benin
1980,BEN,0,Benin
1980,BEN,0,Benin
1980,BEN,0,Benin
1980,BEN,0,Benin
1980,BEN,0,Benin
1980,BEN,0,Benin
1980,BEN,0,Benin
1984,BEN,0,Benin
1984,BEN,0,Benin
1984,BEN,0,Benin
1988,BEN,0,Benin
1988,BEN,0,Benin
1988,BEN,0,Benin
1988,BEN,0,Benin
1988,BEN,0,Benin
1988,BEN,0,Benin
1988,BEN,0,Benin
1992,BEN,0,Benin
1992,BEN,0,Benin
1992,BEN,0,Benin
1992,BEN,0,Benin
1992,BEN,0,Benin
1992,BEN,0,Benin
1992,BEN,0,Benin
1996,BEN,0,Benin
1996,BEN,0,Benin
1996,BEN,0,Benin
1996,BEN,0,Benin
2000,BEN,0,Benin
2000,BEN,0,Benin
2000,BEN,0,Benin
2000,BEN,0,Benin
2004,BEN,0,Benin
2004,BEN,0,Benin
2004,BEN,0,Benin
2004,BEN,0,Benin
2008,BEN,0,Benin
2008,BEN,0,Benin
2008,BEN,0,Benin
2008,BEN,0,Benin
2008,BEN,0,Benin
2012,BEN,0,Benin
2012,BEN,0,Benin
2012,BEN,0,Benin
2012,BEN,0,Benin
2012,BEN,0,Benin
2016,BEN,0,Benin
2016,BEN,0,Benin
2016,BEN,0,Benin
2016,BEN,0,Benin
2016,BEN,0,Benin
2016,BEN,0,Benin
2020,BEN,0,Benin
2020,BEN,0,Benin
2020,BEN,0,Benin
2020,BEN,0,Benin
2020,BEN,0,Benin
2020,BEN,0,Benin
2020,BEN,0,Benin
1980,ANG,0,Angola
1980,ANG,0,Angola
1980,ANG,0,Angola
1980,ANG,0,Angola
1980,ANG,0,Angola
1980,ANG,0,Angola
1980,ANG,0,Angola
1980,ANG,0,Angola
1980,ANG,0,Angola
1980,ANG,0,Angola
1980,ANG,0,Angola
1980,ANG,0,Angola
1980,ANG,0,Angola
1980,ANG,0,Angola
1980,ANG,0,Angola
1980,ANG,0,Angola
1980,ANG,0,Angola
1980,ANG,0,Angola
1980,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1988,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1992,ANG,0,Angola
1996,ANG,0,Angola
1996,ANG,0,Angola
1996,ANG,0,Angola
1996,ANG,0,Angola
1996,ANG,0,Angola
1996,ANG,0,Angola
1996,ANG,0,Angola
1996,ANG,0,Angola
2000,ANG,0,Angola
2000,ANG,0,Angola
2000,ANG,0,Angola
2000,ANG,0,Angola
2000,ANG,0,Angola
2000,ANG,0,Angola
2000,ANG,0,Angola
2004,ANG,0,Angola
2004,ANG,0,Angola
2004,ANG,0,Angola
2004,ANG,0,Angola
2004,ANG,0,Angola
2004,ANG,0,Angola
2008,ANG,0,Angola
2008,ANG,0,Angola
2008,ANG,0,Angola
2008,ANG,0,Angola
2008,ANG,0,Angola
2008,ANG,0,Angola
2008,ANG,0,Angola
2008,ANG,0,Angola
2012,ANG,0,Angola
2012,ANG,0,Angola
2012,ANG,0,Angola
2012,ANG,0,Angola
2012,ANG,0,Angola
2012,ANG,0,Angola
2012,ANG,0,Angola
2012,ANG,0,Angola
2012,ANG,0,Angola
2012,ANG,0,Angola
2012,ANG,0,Angola
2016,ANG,0,Angola
2016,ANG,0,Angola
2016,ANG,0,Angola
2016,ANG,0,Angola
2016,ANG,0,Angola
2016,ANG,0,Angola
2016,ANG,0,Angola
2016,ANG,0,Angola
2016,ANG,0,Angola
2016,ANG,0,Angola
2020,ANG,0,Angola
2020,ANG,0,Angola
2020,ANG,0,Angola
2020,ANG,0,Angola
2020,ANG,0,Angola
2020,ANG,0,Angola
1968,BIZ,0,Belize
1968,BIZ,0,Belize
1968,BIZ,0,Belize
1968,BIZ,0,Belize
1968,BIZ,0,Belize
1968,BIZ,0,Belize
1968,BIZ,0,Belize
1972,BIZ,0,Belize
1972,BIZ,0,Belize
1976,BIZ,0,Belize
1976,BIZ,0,Belize
1976,BIZ,0,Belize
1976,BIZ,0,Belize
1976,BIZ,0,Belize
1984,BIZ,0,Belize
1984,BIZ,0,Belize
1984,BIZ,0,Belize
1984,BIZ,0,Belize
1984,BIZ,0,Belize
1984,BIZ,0,Belize
1984,BIZ,0,Belize
1984,BIZ,0,Belize
1984,BIZ,0,Belize
1984,BIZ,0,Belize
1988,BIZ,0,Belize
1988,BIZ,0,Belize
1988,BIZ,0,Belize
1988,BIZ,0,Belize
1988,BIZ,0,Belize
1988,BIZ,0,Belize
1988,BIZ,0,Belize
1988,BIZ,0,Belize
1988,BIZ,0,Belize
1988,BIZ,0,Belize
1992,BIZ,0,Belize
1992,BIZ,0,Belize
